"lake","year","ba","type","size","times_treat","type_times_treat","period","event","site","tl","tlgroup","count","date","size_class"
"big pit","2017","before","control",11,"0","control","before",2,10,NA,"0",20,"6/22","small"
"big pit","2017","before","control",11,"0","control","before",2,10,NA,"25",70,"6/22","small"
"big pit","2017","before","control",11,"0","control","before",2,10,NA,"50",2,"6/22","small"
"big pit","2017","before","control",11,"0","control","before",2,10,NA,"75",0,"6/22","small"
"big pit","2017","before","control",11,"0","control","before",2,10,NA,"100",0,"6/22","small"
"big pit","2017","before","control",11,"0","control","before",2,10,NA,"125",0,"6/22","small"
"big pit","2017","before","control",11,"0","control","before",2,11,NA,"0",32,"6/22","small"
"big pit","2017","before","control",11,"0","control","before",2,11,NA,"25",56,"6/22","small"
"big pit","2017","before","control",11,"0","control","before",2,11,NA,"50",0,"6/22","small"
"big pit","2017","before","control",11,"0","control","before",2,11,NA,"75",3,"6/22","small"
"big pit","2017","before","control",11,"0","control","before",2,11,NA,"100",0,"6/22","small"
"big pit","2017","before","control",11,"0","control","before",2,11,NA,"125",0,"6/22","small"
"big pit","2017","before","control",11,"0","control","before",2,12,NA,"0",15,"6/22","small"
"big pit","2017","before","control",11,"0","control","before",2,12,NA,"25",50,"6/22","small"
"big pit","2017","before","control",11,"0","control","before",2,12,NA,"50",28,"6/22","small"
"big pit","2017","before","control",11,"0","control","before",2,12,NA,"75",0,"6/22","small"
"big pit","2017","before","control",11,"0","control","before",2,12,NA,"100",0,"6/22","small"
"big pit","2017","before","control",11,"0","control","before",2,12,NA,"125",0,"6/22","small"
"big pit","2017","before","control",11,"0","control","before",2,13,NA,"0",64,"6/22","small"
"big pit","2017","before","control",11,"0","control","before",2,13,NA,"25",44,"6/22","small"
"big pit","2017","before","control",11,"0","control","before",2,13,NA,"50",40,"6/22","small"
"big pit","2017","before","control",11,"0","control","before",2,13,NA,"75",0,"6/22","small"
"big pit","2017","before","control",11,"0","control","before",2,13,NA,"100",1,"6/22","small"
"big pit","2017","before","control",11,"0","control","before",2,13,NA,"125",0,"6/22","small"
"big pit","2017","before","control",11,"0","control","before",2,14,NA,"0",0,"6/22","small"
"big pit","2017","before","control",11,"0","control","before",2,14,NA,"25",70,"6/22","small"
"big pit","2017","before","control",11,"0","control","before",2,14,NA,"50",17,"6/22","small"
"big pit","2017","before","control",11,"0","control","before",2,14,NA,"75",1,"6/22","small"
"big pit","2017","before","control",11,"0","control","before",2,14,NA,"100",0,"6/22","small"
"big pit","2017","before","control",11,"0","control","before",2,14,NA,"125",0,"6/22","small"
"big pit","2017","before","control",11,"0","control","before",2,15,NA,"0",5,"6/22","small"
"big pit","2017","before","control",11,"0","control","before",2,15,NA,"25",80,"6/22","small"
"big pit","2017","before","control",11,"0","control","before",2,15,NA,"50",28,"6/22","small"
"big pit","2017","before","control",11,"0","control","before",2,15,NA,"75",4,"6/22","small"
"big pit","2017","before","control",11,"0","control","before",2,15,NA,"100",0,"6/22","small"
"big pit","2017","before","control",11,"0","control","before",2,15,NA,"125",0,"6/22","small"
"big pit","2017","before","control",11,"0","control","after",2,1,NA,"0",30,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,1,NA,"25",44,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,1,NA,"50",0,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,1,NA,"75",0,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,1,NA,"100",0,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,1,NA,"125",0,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,2,NA,"0",0,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,2,NA,"25",33,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,2,NA,"50",0,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,2,NA,"75",0,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,2,NA,"100",0,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,2,NA,"125",0,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,3,NA,"0",1,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,3,NA,"25",30,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,3,NA,"50",2,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,3,NA,"75",1,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,3,NA,"100",0,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,3,NA,"125",0,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,4,NA,"0",0,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,4,NA,"25",2,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,4,NA,"50",1,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,4,NA,"75",0,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,4,NA,"100",0,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,4,NA,"125",0,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,5,NA,"0",0,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,5,NA,"25",36,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,5,NA,"50",8,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,5,NA,"75",0,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,5,NA,"100",0,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,5,NA,"125",0,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,6,NA,"0",0,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,6,NA,"25",15,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,6,NA,"50",0,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,6,NA,"75",0,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,6,NA,"100",0,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,6,NA,"125",0,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,7,NA,"0",4,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,7,NA,"25",65,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,7,NA,"50",2,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,7,NA,"75",0,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,7,NA,"100",0,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,7,NA,"125",0,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,8,NA,"0",180,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,8,NA,"25",12,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,8,NA,"50",1,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,8,NA,"75",0,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,8,NA,"100",0,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,8,NA,"125",0,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,9,NA,"0",20,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,9,NA,"25",58,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,9,NA,"50",2,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,9,NA,"75",0,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,9,NA,"100",0,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,9,NA,"125",0,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,10,NA,"0",50,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,10,NA,"25",85,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,10,NA,"50",6,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,10,NA,"75",0,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,10,NA,"100",0,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,10,NA,"125",0,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,11,NA,"0",52,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,11,NA,"25",88,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,11,NA,"50",5,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,11,NA,"75",3,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,11,NA,"100",0,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,11,NA,"125",0,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,12,NA,"0",55,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,12,NA,"25",90,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,12,NA,"50",7,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,12,NA,"75",6,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,12,NA,"100",0,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,12,NA,"125",0,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,13,NA,"0",20,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,13,NA,"25",100,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,13,NA,"50",6,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,13,NA,"75",3,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,13,NA,"100",0,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,13,NA,"125",0,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,14,NA,"0",20,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,14,NA,"25",55,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,14,NA,"50",2,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,14,NA,"75",4,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,14,NA,"100",0,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,14,NA,"125",1,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,15,NA,"0",0,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,15,NA,"25",46,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,15,NA,"50",5,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,15,NA,"75",0,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,15,NA,"100",0,"6/23","small"
"big pit","2017","before","control",11,"0","control","after",2,15,NA,"125",0,"6/23","small"
"big pit","2017","before","control",11,"0","control","followup",3,1,NA,"0",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,1,NA,"25",130,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,1,NA,"50",1,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,1,NA,"75",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,1,NA,"100",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,1,NA,"125",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,2,NA,"0",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,2,NA,"25",140,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,2,NA,"50",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,2,NA,"75",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,2,NA,"100",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,2,NA,"125",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,3,NA,"0",1,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,3,NA,"25",4,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,3,NA,"50",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,3,NA,"75",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,3,NA,"100",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,3,NA,"125",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,4,NA,"0",4,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,4,NA,"25",11,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,4,NA,"50",1,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,4,NA,"75",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,4,NA,"100",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,4,NA,"125",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,5,NA,"0",25,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,5,NA,"25",16,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,5,NA,"50",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,5,NA,"75",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,5,NA,"100",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,5,NA,"125",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,6,NA,"0",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,6,NA,"25",18,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,6,NA,"50",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,6,NA,"75",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,6,NA,"100",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,6,NA,"125",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,7,NA,"0",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,7,NA,"25",38,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,7,NA,"50",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,7,NA,"75",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,7,NA,"100",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,7,NA,"125",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,8,NA,"0",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,8,NA,"25",90,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,8,NA,"50",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,8,NA,"75",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,8,NA,"100",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,8,NA,"125",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,9,NA,"0",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,9,NA,"25",50,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,9,NA,"50",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,9,NA,"75",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,9,NA,"100",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,9,NA,"125",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,10,NA,"0",10,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,10,NA,"25",95,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,10,NA,"50",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,10,NA,"75",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,10,NA,"100",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,10,NA,"125",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,11,NA,"0",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,11,NA,"25",260,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,11,NA,"50",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,11,NA,"75",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,11,NA,"100",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,11,NA,"125",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,12,NA,"0",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,12,NA,"25",200,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,12,NA,"50",4,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,12,NA,"75",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,12,NA,"100",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,12,NA,"125",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,13,NA,"0",5,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,13,NA,"25",250,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,13,NA,"50",2,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,13,NA,"75",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,13,NA,"100",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,13,NA,"125",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,14,NA,"0",10,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,14,NA,"25",200,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,14,NA,"50",1,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,14,NA,"75",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,14,NA,"100",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,14,NA,"125",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,15,NA,"0",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,15,NA,"25",180,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,15,NA,"50",2,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,15,NA,"75",1,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,15,NA,"100",0,"7/12","small"
"big pit","2017","before","control",11,"0","control","followup",3,15,NA,"125",0,"7/12","small"
"big pit","2018","after","control",11,"0","control","before",1,1,NA,"0",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,1,NA,"25",102,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,1,NA,"50",51,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,1,NA,"75",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,1,NA,"100",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,1,NA,"125",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,2,NA,"0",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,2,NA,"25",12,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,2,NA,"50",72,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,2,NA,"75",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,2,NA,"100",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,2,NA,"125",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,3,NA,"0",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,3,NA,"25",2,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,3,NA,"50",15,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,3,NA,"75",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,3,NA,"100",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,3,NA,"125",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,4,NA,"0",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,4,NA,"25",22,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,4,NA,"50",98,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,4,NA,"75",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,4,NA,"100",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,4,NA,"125",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,5,NA,"0",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,5,NA,"25",1,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,5,NA,"50",2,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,5,NA,"75",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,5,NA,"100",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,5,NA,"125",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,6,NA,"0",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,6,NA,"25",13,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,6,NA,"50",87,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,6,NA,"75",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,6,NA,"100",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,6,NA,"125",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,7,NA,"0",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,7,NA,"25",6,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,7,NA,"50",13,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,7,NA,"75",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,7,NA,"100",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,7,NA,"125",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,8,NA,"0",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,8,NA,"25",19,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,8,NA,"50",111,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,8,NA,"75",1,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,8,NA,"100",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,8,NA,"125",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,9,NA,"0",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,9,NA,"25",13,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,9,NA,"50",120,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,9,NA,"75",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,9,NA,"100",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,9,NA,"125",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,10,NA,"0",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,10,NA,"25",71,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,10,NA,"50",210,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,10,NA,"75",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,10,NA,"100",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,10,NA,"125",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,11,NA,"0",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,11,NA,"25",25,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,11,NA,"50",90,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,11,NA,"75",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,11,NA,"100",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,11,NA,"125",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,12,NA,"0",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,12,NA,"25",8,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,12,NA,"50",78,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,12,NA,"75",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,12,NA,"100",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,12,NA,"125",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,13,NA,"0",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,13,NA,"25",46,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,13,NA,"50",180,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,13,NA,"75",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,13,NA,"100",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,13,NA,"125",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,14,NA,"0",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,14,NA,"25",17,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,14,NA,"50",53,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,14,NA,"75",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,14,NA,"100",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,14,NA,"125",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,15,NA,"0",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,15,NA,"25",47,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,15,NA,"50",135,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,15,NA,"75",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,15,NA,"100",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","before",1,15,NA,"125",0,"5/10","small"
"big pit","2018","after","control",11,"0","control","after",1,1,NA,"0",0,"5/11","small"
"big pit","2018","after","control",11,"0","control","after",1,1,NA,"25",12,"5/11","small"
"big pit","2018","after","control",11,"0","control","after",1,1,NA,"50",9,"5/11","small"
"big pit","2018","after","control",11,"0","control","after",1,1,NA,"75",0,"5/11","small"
"big pit","2018","after","control",11,"0","control","after",1,1,NA,"100",0,"5/11","small"
"big pit","2018","after","control",11,"0","control","after",1,1,NA,"125",0,"5/11","small"
"big pit","2018","after","control",11,"0","control","after",1,2,NA,"0",0,"5/11","small"
"big pit","2018","after","control",11,"0","control","after",1,2,NA,"25",14,"5/11","small"
"big pit","2018","after","control",11,"0","control","after",1,2,NA,"50",8,"5/11","small"
"big pit","2018","after","control",11,"0","control","after",1,2,NA,"75",0,"5/11","small"
"big pit","2018","after","control",11,"0","control","after",1,2,NA,"100",0,"5/11","small"
"big pit","2018","after","control",11,"0","control","after",1,2,NA,"125",0,"5/11","small"
"big pit","2018","after","control",11,"0","control","after",1,3,NA,"0",0,"5/11","small"
"big pit","2018","after","control",11,"0","control","after",1,3,NA,"25",23,"5/11","small"
"big pit","2018","after","control",11,"0","control","after",1,3,NA,"50",32,"5/11","small"
"big pit","2018","after","control",11,"0","control","after",1,3,NA,"75",0,"5/11","small"
"big pit","2018","after","control",11,"0","control","after",1,3,NA,"100",0,"5/11","small"
"big pit","2018","after","control",11,"0","control","after",1,3,NA,"125",0,"5/11","small"
"big pit","2018","after","control",11,"0","control","after",1,4,NA,"0",1,"5/11","small"
"big pit","2018","after","control",11,"0","control","after",1,4,NA,"25",7,"5/11","small"
"big pit","2018","after","control",11,"0","control","after",1,4,NA,"50",23,"5/11","small"
"big pit","2018","after","control",11,"0","control","after",1,4,NA,"75",0,"5/11","small"
"big pit","2018","after","control",11,"0","control","after",1,4,NA,"100",0,"5/11","small"
"big pit","2018","after","control",11,"0","control","after",1,4,NA,"125",0,"5/11","small"
"big pit","2018","after","control",11,"0","control","after",1,5,NA,"0",0,"5/11","small"
"big pit","2018","after","control",11,"0","control","after",1,5,NA,"25",3,"5/11","small"
"big pit","2018","after","control",11,"0","control","after",1,5,NA,"50",12,"5/11","small"
"big pit","2018","after","control",11,"0","control","after",1,5,NA,"75",0,"5/11","small"
"big pit","2018","after","control",11,"0","control","after",1,5,NA,"100",0,"5/11","small"
"big pit","2018","after","control",11,"0","control","after",1,5,NA,"125",0,"5/11","small"
"big pit","2018","after","control",11,"0","control","after",1,6,NA,"0",0,"5/11","small"
"big pit","2018","after","control",11,"0","control","after",1,6,NA,"25",9,"5/11","small"
