"lake","year","ba","type","size","times_treat","type_times_treat","period","event","site","tl","tlgroup","count","date","size_class"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,2,NA,"25",3,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,2,NA,"50",5,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,2,NA,"75",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,2,NA,"100",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,2,NA,"125",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,3,NA,"0",100,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,3,NA,"25",1,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,3,NA,"50",2,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,3,NA,"75",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,3,NA,"100",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,3,NA,"125",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,4,NA,"0",1,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,4,NA,"25",1,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,4,NA,"50",3,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,4,NA,"75",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,4,NA,"100",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,4,NA,"125",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,5,NA,"0",6,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,5,NA,"25",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,5,NA,"50",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,5,NA,"75",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,5,NA,"100",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,5,NA,"125",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,6,NA,"0",200,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,6,NA,"25",2,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,6,NA,"50",6,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,6,NA,"75",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,6,NA,"100",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,6,NA,"125",1,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,7,NA,"0",100,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,7,NA,"25",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,7,NA,"50",6,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,7,NA,"75",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,7,NA,"100",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,7,NA,"125",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,8,NA,"0",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,8,NA,"25",3,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,8,NA,"50",32,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,8,NA,"75",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,8,NA,"100",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,8,NA,"125",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,9,NA,"0",25,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,9,NA,"25",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,9,NA,"50",3,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,9,NA,"75",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,9,NA,"100",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,9,NA,"125",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,10,NA,"0",65,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,10,NA,"25",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,10,NA,"50",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,10,NA,"75",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,10,NA,"100",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,10,NA,"125",1,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,11,NA,"0",25,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,11,NA,"25",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,11,NA,"50",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,11,NA,"75",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,11,NA,"100",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,11,NA,"125",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,12,NA,"0",200,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,12,NA,"25",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,12,NA,"50",6,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,12,NA,"75",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,12,NA,"100",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,12,NA,"125",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,13,NA,"0",500,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,13,NA,"25",1,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,13,NA,"50",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,13,NA,"75",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,13,NA,"100",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,13,NA,"125",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,14,NA,"0",1000,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,14,NA,"25",1,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,14,NA,"50",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,14,NA,"75",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,14,NA,"100",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,14,NA,"125",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,15,NA,"0",50,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,15,NA,"25",2,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,15,NA,"50",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,15,NA,"75",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,15,NA,"100",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",1,15,NA,"125",0,"5/15","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,1,NA,"0",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,1,NA,"25",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,1,NA,"50",1,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,1,NA,"75",1,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,1,NA,"100",1,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,1,NA,"125",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,2,NA,"0",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,2,NA,"25",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,2,NA,"50",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,2,NA,"75",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,2,NA,"100",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,2,NA,"125",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,3,NA,"0",2,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,3,NA,"25",4,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,3,NA,"50",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,3,NA,"75",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,3,NA,"100",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,3,NA,"125",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,4,NA,"0",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,4,NA,"25",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,4,NA,"50",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,4,NA,"75",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,4,NA,"100",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,4,NA,"125",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,5,NA,"0",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,5,NA,"25",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,5,NA,"50",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,5,NA,"75",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,5,NA,"100",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,5,NA,"125",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,6,NA,"0",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,6,NA,"25",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,6,NA,"50",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,6,NA,"75",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,6,NA,"100",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,6,NA,"125",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,7,NA,"0",3,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,7,NA,"25",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,7,NA,"50",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,7,NA,"75",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,7,NA,"100",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,7,NA,"125",1,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,8,NA,"0",2,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,8,NA,"25",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,8,NA,"50",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,8,NA,"75",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,8,NA,"100",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,8,NA,"125",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,9,NA,"0",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,9,NA,"25",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,9,NA,"50",7,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,9,NA,"75",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,9,NA,"100",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,9,NA,"125",1,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,10,NA,"0",39,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,10,NA,"25",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,10,NA,"50",1,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,10,NA,"75",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,10,NA,"100",1,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,10,NA,"125",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,11,NA,"0",200,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,11,NA,"25",20,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,11,NA,"50",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,11,NA,"75",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,11,NA,"100",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,11,NA,"125",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,12,NA,"0",5,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,12,NA,"25",5,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,12,NA,"50",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,12,NA,"75",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,12,NA,"100",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,12,NA,"125",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,13,NA,"0",60,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,13,NA,"25",26,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,13,NA,"50",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,13,NA,"75",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,13,NA,"100",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,13,NA,"125",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,14,NA,"0",20,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,14,NA,"25",10,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,14,NA,"50",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,14,NA,"75",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,14,NA,"100",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,14,NA,"125",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,15,NA,"0",250,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,15,NA,"25",8,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,15,NA,"50",1,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,15,NA,"75",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,15,NA,"100",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",1,15,NA,"125",0,"5/16","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,1,NA,"0",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,1,NA,"25",31,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,1,NA,"50",1,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,1,NA,"75",1,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,1,NA,"100",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,1,NA,"125",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,2,NA,"0",20,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,2,NA,"25",71,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,2,NA,"50",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,2,NA,"75",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,2,NA,"100",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,2,NA,"125",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,3,NA,"0",2,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,3,NA,"25",31,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,3,NA,"50",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,3,NA,"75",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,3,NA,"100",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,3,NA,"125",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,4,NA,"0",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,4,NA,"25",34,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,4,NA,"50",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,4,NA,"75",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,4,NA,"100",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,4,NA,"125",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,5,NA,"0",170,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,5,NA,"25",110,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,5,NA,"50",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,5,NA,"75",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,5,NA,"100",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,5,NA,"125",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,6,NA,"0",92,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,6,NA,"25",86,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,6,NA,"50",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,6,NA,"75",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,6,NA,"100",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,6,NA,"125",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,7,NA,"0",16,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,7,NA,"25",62,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,7,NA,"50",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,7,NA,"75",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,7,NA,"100",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,7,NA,"125",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,8,NA,"0",101,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,8,NA,"25",82,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,8,NA,"50",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,8,NA,"75",1,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,8,NA,"100",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,8,NA,"125",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,9,NA,"0",31,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,9,NA,"25",19,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,9,NA,"50",4,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,9,NA,"75",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,9,NA,"100",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,9,NA,"125",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,10,NA,"0",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,10,NA,"25",19,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,10,NA,"50",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,10,NA,"75",1,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,10,NA,"100",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,10,NA,"125",1,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,11,NA,"0",3,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,11,NA,"25",32,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,11,NA,"50",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,11,NA,"75",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,11,NA,"100",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,11,NA,"125",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,12,NA,"0",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,12,NA,"25",66,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,12,NA,"50",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,12,NA,"75",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,12,NA,"100",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,12,NA,"125",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,13,NA,"0",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,13,NA,"25",63,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,13,NA,"50",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,13,NA,"75",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,13,NA,"100",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,13,NA,"125",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,14,NA,"0",3,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,14,NA,"25",57,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,14,NA,"50",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,14,NA,"75",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,14,NA,"100",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,14,NA,"125",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,15,NA,"0",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,15,NA,"25",51,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,15,NA,"50",1,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,15,NA,"75",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,15,NA,"100",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","before",2,15,NA,"125",0,"6/8","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",2,1,NA,"0",0,"6/9","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",2,1,NA,"25",9,"6/9","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",2,1,NA,"50",0,"6/9","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",2,1,NA,"75",0,"6/9","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",2,1,NA,"100",0,"6/9","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",2,1,NA,"125",0,"6/9","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",2,2,NA,"0",0,"6/9","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",2,2,NA,"25",53,"6/9","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",2,2,NA,"50",0,"6/9","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",2,2,NA,"75",0,"6/9","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",2,2,NA,"100",0,"6/9","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",2,2,NA,"125",0,"6/9","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",2,3,NA,"0",0,"6/9","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",2,3,NA,"25",8,"6/9","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",2,3,NA,"50",0,"6/9","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",2,3,NA,"75",0,"6/9","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",2,3,NA,"100",0,"6/9","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",2,3,NA,"125",0,"6/9","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",2,4,NA,"0",0,"6/9","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",2,4,NA,"25",3,"6/9","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",2,4,NA,"50",0,"6/9","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",2,4,NA,"75",0,"6/9","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",2,4,NA,"100",0,"6/9","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",2,4,NA,"125",0,"6/9","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",2,5,NA,"0",0,"6/9","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",2,5,NA,"25",10,"6/9","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",2,5,NA,"50",0,"6/9","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",2,5,NA,"75",0,"6/9","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",2,5,NA,"100",0,"6/9","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",2,5,NA,"125",0,"6/9","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",2,6,NA,"0",0,"6/9","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",2,6,NA,"25",56,"6/9","small"
"drummond1","2018","before","treat",8.7,"0","treat1","after",2,6,NA,"50",0,"6/9","small"
