"lake","year","ba","type","size","times_treat","type_times_treat","period","event","site","tl","tlgroup","count","date","size_class","type_treat"
"drummond3","2018","before","control",8.8,"0","control","after",1,1,36,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,1,36,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,1,33,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,1,33,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,1,33,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,1,33,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,1,30,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,1,30,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,1,30,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,1,33,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,1,33,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,1,33,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,1,33,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,1,39,"50",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,1,39,"50",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,1,39,"50",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,1,40,"50",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,1,40,"50",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,1,40,"50",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,1,40,"50",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,1,31,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,1,31,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,1,31,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,2,31,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,2,31,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,2,31,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,2,31,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,2,31,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,2,45,"50",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,2,45,"50",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,2,45,"50",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,2,45,"50",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,2,45,"50",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,2,41,"50",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,2,41,"50",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,2,41,"50",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,2,41,"50",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,2,41,"50",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,2,31,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,2,31,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,2,31,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,2,31,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,2,31,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,2,34,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,2,34,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,2,34,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,2,34,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,2,34,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,2,35,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,2,35,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,2,35,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,2,35,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,2,35,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,2,32,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,2,32,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,2,32,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,2,32,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,2,32,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,2,30,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,2,30,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,2,30,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,2,30,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,2,30,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,2,26,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,2,26,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,2,26,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,2,26,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,2,26,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,2,36,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,2,36,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,2,36,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,2,36,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,2,36,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,3,34,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,3,34,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,3,34,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,3,34,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,3,29,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,3,29,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,3,29,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,3,29,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,3,27,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,3,27,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,3,27,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,3,27,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,3,33,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,3,33,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,3,33,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,3,33,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,3,32,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,3,32,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,3,32,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,3,32,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,3,20,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,3,20,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,3,20,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,3,20,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,3,33,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,3,33,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,3,33,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,3,33,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,3,32,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,3,32,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,3,32,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,3,32,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,3,35,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,3,35,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,3,35,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,3,35,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,3,32,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,3,32,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,3,32,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,3,32,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,40,"50",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,40,"50",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,40,"50",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,40,"50",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,40,"50",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,40,"50",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,30,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,30,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,30,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,30,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,30,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,30,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,26,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,26,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,26,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,26,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,26,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,26,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,41,"50",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,41,"50",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,41,"50",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,41,"50",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,41,"50",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,41,"50",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,34,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,34,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,34,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,34,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,34,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,34,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,39,"50",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,39,"50",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,39,"50",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,39,"50",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,39,"50",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,39,"50",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,29,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,29,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,29,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,29,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,29,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,29,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,35,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,35,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,35,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,35,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,35,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,35,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,33,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,33,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,33,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,33,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,33,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,33,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,32,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,32,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,32,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,32,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,32,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,4,32,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,32,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,32,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,32,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,32,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,32,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,32,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,29,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,29,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,29,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,29,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,29,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,29,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,34,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,34,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,34,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,34,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,34,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,34,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,32,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,32,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,32,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,32,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,32,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,32,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,41,"50",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,41,"50",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,41,"50",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,41,"50",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,41,"50",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,41,"50",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,40,"50",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,40,"50",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,40,"50",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,40,"50",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,40,"50",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,40,"50",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,26,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,26,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,26,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,26,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,26,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,26,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,27,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,27,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,27,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,27,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,27,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,27,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,36,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,36,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,36,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,36,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,36,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,36,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,31,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,31,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,31,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,31,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,31,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,5,31,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,6,31,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,6,31,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,6,31,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,6,31,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,6,39,"50",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,6,39,"50",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,6,39,"50",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,6,39,"50",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,6,39,"50",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,6,34,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,6,34,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,6,34,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,6,34,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,6,28,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,6,28,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,6,28,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,6,28,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,6,28,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,6,30,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,6,30,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,6,30,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,6,30,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,6,35,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,6,35,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,6,35,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,6,35,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,6,35,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,6,30,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,6,30,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,6,30,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,6,30,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,6,31,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,6,31,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,6,31,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,6,31,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,6,31,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,6,35,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,6,35,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,6,35,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,6,35,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,6,24,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,6,24,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,6,24,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,6,24,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,7,30,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,7,30,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,7,30,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,7,30,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,7,30,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,7,30,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,7,30,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,7,30,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,7,30,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,7,30,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,7,30,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,7,30,"25",1,"5/16/2018","small","control"
"drummond3","2018","before","control",8.8,"0","control","after",1,7,30,"25",1,"5/16/2018","small","control"
